lpad;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c21gtrhh;c22gtrhh;c23gtrhh;c24gtrhh;c25gtrhh;c26gtrhh;c27gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
20.46.49.142.259;1;1296;1159;137;0;563;26;82;77;66;109;34;64;79;53;105;19;15;4;1139;17;50;51;39;11;1285;853;443;2864;2899;1;166;192;0;1710;1670;0;3347.14;159;211.48;3399.62;105.96;15.19;90.12;50.3;261.57;1122.37;1892.48;10.6;1.2;111.4;3138.05;721;400;56;142.9;0;4.4;1.5;0;0;0;0;0;7378;3100;377;388;36;0;10;0;11;0;1022;40;121;9;939;189;43;0;859;62;12;11;2;27;34;0;1;9;39;0;3268;2;111;19;0;22;0;0;0;33;110;424.8;608.17;159.57;0.31;29.75;1;0.11;0.09;12.13;20.73;11.29;16.41;6.62;0.28;4.7;18.83;11.99;13.15;28.63;1.01;2.32;0.24;0.11;167.11;375.65;18.51;0;0.02;281.72;8.9;0.3;7.05;0.04;6.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73.65;223.91;39063;20.15;2696;74.2;8802;132.56;20820;8.95;1655;25.78;5470;8.66;923;2.62;470;0.62;120;0.27;22;12.62;2063;1.58;297;31.05;3590;7.91;2637;13.01;2008;1.68;0;11.33;5900;84.18;0;16.89;2624;2.01;156;8.36;1439;868.54;374121;2.7;529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1224;128;337;1295;1287;194;1294;1091;1083;252;1207;169;0;14;2;0;0;0;0;0;81;94;0;715;675;0;3392.19;99.44;142.9;3342.78;157.8;207.21;3392.19;99.44;14.79;90.03;50.3;254.56;1122.3;1892.13;10.6;1.2;111.4;3137.63;142.9;0;4.4;1.5;0;0;0;0;0
20.46.49.142.370;1;741;676;65;0;269;41;45;43;48;71;35;25;68;37;36;17;5;1;658;2;24;35;22;4;737;277;464;1639;1569;0;2;6;0;837;841;0;1455.76;66.5;62.21;1451.47;57.56;3.56;39.62;32.2;132.94;528.29;724.44;5.4;2.8;57.6;1318.53;541;157;12;95.6;0;0;0.6;0;0;0;0;0;4369;800;220;281;12;0;16;0;12;0;705;0;110;0;586;61;47;0;316;0;4;0;1;36;19;0;4;7;1274;2;1912;0;421;1;0;36;1;0;0;19;65;164.05;167.64;44.82;0;1.27;0.4;0;0.11;5.52;8.06;3.85;6.22;0.16;0.04;4.65;5.98;1.38;3.99;5.39;1.8;4.57;0;1;44.46;164.51;8.55;0;0;131.11;5.62;0;5.1;0;11.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.67;107.21;18299;4.9;146;26.31;2884;120.14;21550;1.6;858;8.62;1011;1.2;115;1.1;73;0;1;0;0;2.55;421;0;0;0.82;39;3.6;456;2.25;613;8.51;0;2.62;269;74.1;0;0.3;40;0;0;10.56;2017;366.35;182232;2.4;1437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;741;89;103;741;739;148;741;717;637;63;732;125;0;0;1;0;0;0;0;0;0;2;0;239;220;0;1450.97;57.12;95.6;1455.26;66.5;62.21;1450.97;57.12;3.56;39.62;32.2;132.5;528.23;724.44;5.4;2.8;57.6;1318.47;95.6;0;0;0.6;0;0;0;0;0
20.46.49.308.260;3;2759;2491;268;0;874;49;170;137;136;498;98;74;272;123;229;69;19;11;1111;44;218;334;1052;7;2752;873;1886;6212;6196;21;31;17;0;916;853;0;3280.91;242.2;211.5;3250.29;216.08;33.61;115.31;115.8;480.8;883.04;1814.05;7;3.7;61.7;2769.49;1047;300;45;151.4;0;1;0.1;0;0;0;0;0.26;8794;4060;1827;1188;860;0;22;26;100;0;1954;70;60;0;1401;168;55;0;436;22;6;0;9;36;25;26;3;49;0;3;0;0;1;5;1;36;2;0;0;10;13;222.95;494.94;148.39;1.16;15.57;0.04;1.32;0.96;8.43;31.25;5.64;24.23;6.59;0.97;14.96;19.88;6.49;11.77;14.77;2.11;2.44;1.16;0.92;131.41;285.74;20.14;0;0.3;224.62;10.98;0;6.02;0.3;1.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.87;521.67;72510;57.2;1837;87.67;6162;205.34;11454;9.63;2093;11.72;3609;5.36;948;2.83;553;0.39;113;0.14;281;2.58;593;0.62;120;5.93;902;6.12;1730;5.36;1050;1.1;0;7.57;5012;174.79;7823;7.86;1007;0.27;77;116.43;838;842.04;180242;6.39;1237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2442;144;632;2752;2724;189;2744;1327;1369;130;1738;228;0;4;1;0;0;0;0;6;5;4;0;272;255;0;3155.66;154.58;151.4;3146.72;190.7;199.57;3155.66;154.58;26.86;113.77;97.7;392.91;880.06;1810.29;7;3.7;61.7;2762.75;151.4;0;1;0.1;0;0;0;0;0.26
20.46.49.441.075;1;1404;1304;100;0;414;67;91;110;95;148;36;27;141;97;126;28;17;7;816;10;178;72;328;12;1392;511;893;3055;2996;17;22;19;0;1367;1164;14;2156;248.5;238.86;2146.36;94.64;7.21;99.87;150.9;352.62;728.12;1038.82;3.7;0.2;22.9;1793.74;942;230;14;435.8;0;2;0.2;0;0;0;0;0;7703;7887;312;469;218;0;0;0;30;0;1623;37;86;22;1116;72;65;22;137;0;4;0;4;22;35;5;3;117;2604;11;2648;5;102;17;0;151;0;0;0;0;2;103.88;513.76;300.02;0.2;26.81;1;0.05;0.15;12.18;39.38;7.64;16.73;3.39;1.09;5.16;13.17;5.3;12.2;12.65;0.72;0.69;1.26;0.25;126.1;275.75;29.9;0;1.16;159.29;4.45;0.22;4.87;0.73;8.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.19;274.83;31132;11.08;660;36.86;5608;76.45;9024;3.74;3934;8.87;2696;2.04;1440;32.09;973;1.18;137;0.04;8;2.57;344;1.46;52;1.97;894;4.15;1083;3.4;420;2.3;0;6.95;1588;176.72;0;1.99;247;2.22;656;17.9;165;393.83;142709;3.45;2147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1365;188;366;1397;1389;50;1395;1245;1195;27;1325;633;0;4;1;0;0;0;0;0;4;6;0;332;276;0;2136.76;88.96;435.8;2147;248;237.76;2136.76;88.96;7;98.21;150.8;344.97;726.82;1038.17;3.7;0.2;22.9;1791.79;435.8;0;2;0.2;0;0;0;0;0
20.46.49.441.148;1;556;520;36;0;129;30;60;43;46;70;24;33;45;47;19;9;1;0;378;6;18;25;129;12;544;125;431;1297;1242;0;9;8;0;485;436;0;1184.42;118.1;113.86;1180.18;30.59;8.6;10.01;6.5;55.7;503.05;574.93;1;1;44.5;1124.48;394;139;15;192;0;0;0;0;0;0;0;0;3128;0;153;25;111;0;1;0;11;0;827;30;9;0;552;13;3;0;143;0;0;0;2;14;39;2;6;1;1100;2;1132;0;320;6;0;18;0;0;0;0;0;237.87;182.93;108.7;1.9;8.47;0.01;0.1;0.64;10.83;23.26;2.46;14;1.9;3.69;4.4;4.07;4.39;3.25;4.14;0.25;1.7;0.09;0.12;56.49;157.84;19.43;0;0.4;86.39;1.82;1.06;4.1;0.09;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.94;108;11288;5.4;623;14.77;1758;21.19;2352;4.82;445;9.83;1347;0.99;131;1.2;157;0.13;11;0.15;20;4.66;508;0.36;40;0.98;82;2.52;135;5.83;547;0.22;0;4.5;2341;28.6;0;1.74;206;0.13;22;3.38;475;336.88;140308;0.14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;553;101;154;555;554;13;554;543;537;65;553;342;0;0;0;0;0;0;0;0;2;2;0;212;196;0;1179.97;30.44;192;1183.94;117.7;113.73;1179.97;30.44;8.6;10.01;6.5;55.55;503.01;574.91;1;1;44.5;1124.42;192;0;0;0;0;0;0;0;0
20.46.49.441.333;1;690;630;60;0;198;10;55;27;33;101;29;27;61;57;56;27;7;2;525;10;36;30;89;44;646;165;525;1459;1503;0;46;27;0;650;604;0;1671.66;104.8;155.6;1722.46;53.52;4.06;14.88;4.2;76.66;546.8;1050.3;9.5;0.4;38.8;1645.8;439;206;18;393.3;0;6.8;0.8;1.9;0;0;0;0.62;5495;1480;255;161;29;0;0;0;5;0;832;0;45;9;635;0;6;0;155;0;4;9;0;25;34;1;4;9;1070;0;1314;0;22;12;0;6;1;0;0;0;19;23.56;619.2;354.38;0;12.28;1.01;0;0.14;10.76;10.85;5.94;4.52;3.94;0.3;4.21;2.4;6.42;3.76;5.77;1.04;0.43;0.03;0.01;109.25;236.01;15.88;0;0.51;129.99;1.76;0.02;5.02;0;14.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.01;198.34;25175;6.83;316;19.99;2005;48.49;5428;1.86;245;7.86;1280;0.64;104;2.86;381;0.13;23;1.03;4;4.83;887;0.06;11;3.15;391;2.2;376;13.3;1040;0.12;0;5.47;2494;105.93;0;0.36;318;0.01;1;18.6;3456;576.94;212684;4.24;1612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;682;87;224;690;688;16;690;606;648;59;679;483;0;11;1;4;0;0;0;4;6;7;0;202;178;0;1721.65;52.8;393.3;1670.92;104.6;155.33;1721.65;52.8;4.06;14.88;4.2;75.94;546.78;1050.23;9.5;0.4;38.8;1645.71;393.3;0;6.8;0.8;1.9;0;0;0;0.62
20.46.49.441.407;1;871;755;116;0;176;86;82;33;45;77;32;18;83;51;117;41;19;11;566;25;89;54;137;10;861;403;468;1809;1872;23;6;3;0;635;564;23;619.64;79.7;75.05;614.99;50.51;4.02;5.71;9.1;69.34;307.8;224.25;4.9;0.1;8.6;545.65;695;29;1;216.7;0;9.6;0;0;0;0;0;0;2253;130;134;97;27;0;0;0;6;0;859;20;23;0;613;0;2;0;71;0;2;0;0;15;9;3;3;171;1603;24;1316;1;4;3;1;30;1;0;0;2;0;0.42;333.39;165.6;0.01;5.73;0.1;0.22;0.08;8.32;13.71;2.03;9;1.29;0.25;3.97;5.49;2.52;6.9;6.21;0.17;0.31;1;0.02;74.18;149.96;5.33;0;0;82.36;7.06;0.02;4.23;0.05;5.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;94.16;10696;2.63;257;15.03;1764;18.56;1788;2.78;740;14.11;2069;0.84;153;1.44;299;0.2;141;0.02;3;2.18;161;0.33;47;2.16;176;2.48;581;1.78;408;0.24;0;8.04;3988;24.97;0;0.33;38;0.04;12;2.78;188;31.75;21134;0.41;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;869;76;128;869;867;2;869;658;791;24;824;439;0;17;0;0;0;0;0;0;0;0;0;19;18;0;608.54;46.14;216.7;609.27;75.7;74.97;608.54;46.14;3.74;5.54;9.1;64.52;307.49;222.93;4.9;0.1;8.6;544.02;216.7;0;9.6;0;0;0;0;0;0
20.46.49.450.149;1;161;118;43;0;19;1;7;14;10;22;10;12;25;27;11;2;1;0;108;0;28;2;23;0;161;53;108;381;369;0;0;1;0;155;140;0;265.11;66.1;29.23;228.24;7.46;1.27;13.53;0.5;22.76;82.96;119.62;2.7;0;0.2;205.48;124;21;1;12.8;0;1.7;0;0;0;0;0;0;1373;400;119;70;99;0;0;0;10;0;217;15;0;0;160;44;23;0;33;0;0;0;0;5;6;1;0;0;0;0;227;0;2;1;0;0;0;0;0;0;0;5.91;86.59;12.04;0;3.14;0;0.63;0;1.71;1.32;0.64;0.58;1.02;0;4.11;0;1.2;0.15;0.75;0.1;0;0;0;14.73;28.9;1.17;0;0;24.31;0;0;0;0;3.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.78;4821;1.32;39;7;1086;7.59;1042;0.82;247;2.22;418;0.26;46;0.28;48;0.03;8;0.04;7;0.33;52;0.24;29;0.6;50;0.67;325;0.83;149;0.15;0;1.18;409;7.18;0;0.9;103;0;0;4.91;785;53.12;13048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;34;46;160;160;3;160;97;145;2;150;20;0;2;0;0;0;0;0;0;0;0;0;31;22;0;226.79;7.14;12.8;261.29;63.7;29.2;226.79;7.14;1.27;12.53;0.4;21.34;82.96;119.59;2.7;0;0.2;205.45;12.8;0;1.7;0;0;0;0;0;0
20.46.49.450.258;1;688;623;65;0;142;52;71;39;39;75;22;35;45;61;77;27;3;0;378;5;48;58;199;1;687;268;420;1500;1491;0;29;16;0;608;597;0;1055.5;268;125.43;912.93;66.73;7.67;12.48;1.7;88.58;433.34;382.71;5.7;0.1;2.5;824.35;508;95;4;357.7;0;3;0.6;0.7;0.1;0;0;0.03;2345;1350;178;670;61;0;2;0;3;493;1067;0;97;0;428;12;0;0;69;0;0;0;3;62;89;3;8;294;10;0;1018;0;44;28;0;5;2;0;0;0;3;69.17;481.74;229.93;0;7.3;0;0;0.2;21.7;38.01;5.31;10.55;5.63;0.14;9.57;9.89;7.26;2.38;3.75;2.15;1.69;0;0;77.43;155.64;19.34;0;0.73;78.56;0.12;1.9;0.48;0;17.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.32;107.34;20463;5.13;212;26.8;3120;39.67;5170;1.39;309;7.34;1844;3.25;1196;1.75;355;0.16;25;0.1;16;1.2;237;0.29;135;0.39;57;3.66;1059;2.11;480;1.45;0;3.6;1421;70.09;0;0.56;121;0;0;11.23;379;109.99;49565;0.2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651;133;194;688;680;5;688;497;536;5;637;349;0;7;3;1;1;0;0;1;12;7;0;130;126;0;906.17;61.3;357.7;1026.58;243.4;122.99;906.17;61.3;7.62;11.73;1.6;82.25;433.28;382.34;5.7;0.1;2.5;823.92;357.7;0;3;0.6;0.7;0.1;0;0;0.03
20.46.49.450.516;1;1355;1259;96;0;368;55;130;119;88;141;58;65;94;102;106;27;2;0;1032;5;89;75;154;5;1350;478;877;3272;3153;21;52;24;0;1029;894;21;2905.34;158.4;323.32;3071.59;116.94;18.23;140.23;15.8;291.2;1372.85;1356.74;2.6;6.1;42.1;2780.39;787;325;44;551.8;0;8.4;0.1;0;0;0;0;0.26;8487;3113;358;295;200;0;0;0;0;36;1754;102;20;0;1162;51;29;42;608;61;2;0;0;60;36;8;2;126;3;0;2282;24;38;30;5;0;1;0;0;0;39;270.44;1111.09;426;0;31.19;2.98;9.95;0;40.45;63.64;26.25;20.72;29.16;0.01;63.19;10.47;7.31;8.33;13.09;8;7.81;0;1.4;184.31;447.56;31.94;0;0;411.87;4.46;0;12.89;1;30.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85;413.53;73444;11.16;738;65.29;6516;148.51;19417;2.15;890;27.18;4945;2.01;364;9.48;1183;0.34;51;0.2;18;4.27;660;0.56;153;2.9;388;6.87;1443;7.89;1052;7.15;5;20.47;5031;150.38;140;10.72;2522;0;0;21.48;1649;458.57;204121;0.27;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1311;135;484;1354;1346;11;1351;1051;1076;54;1194;589;0;9;1;0;0;0;0;2;9;7;0;309;249;11;3054.46;104.69;551.8;2886.18;154.2;321.15;3054.46;104.69;15.94;137.94;15.8;274.37;1372.79;1356.5;2.6;6.1;42.1;2780.09;551.8;0;8.4;0.1;0;0;0;0;0.15
20.46.49.608.073;3;490;450;40;0;91;29;45;53;30;51;26;35;35;52;31;11;1;0;131;4;37;20;298;0;490;225;265;998;981;0;5;1;0;317;250;0;554.71;33.7;85.55;606.64;32.9;9.14;10.55;2.4;54.99;359.86;156.89;9;0;25.9;551.65;296;57;6;13.1;0;1.6;0.2;0.1;0;0;0;0;1379;0;246;137;14;0;11;0;10;0;308;11;70;0;394;0;18;0;148;0;9;8;0;12;16;11;0;11;2;0;1;0;0;0;0;2;0;0;0;0;0;101.53;167.36;14.37;1;4.72;0;0.03;0.28;5.84;9.4;3.5;3.42;4.63;2.72;1.99;2.94;2.65;1.89;2.75;0.05;0.2;0;0.08;47.27;144.1;7.97;0;0.3;84.47;0.69;0;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.13;27.66;4971;2.26;145;3.85;428;24.39;2684;0.63;231;1.02;481;0.67;103;0;42;0.04;5;0;8;0;21;0;4;0;32;4;260;0.15;25;0;0;0.45;247;23.95;0;2.6;620;0.01;9;6.29;1322;67.53;26041;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471;28;119;488;483;17;486;338;195;69;382;25;0;6;2;1;0;0;0;0;3;1;0;68;38;0;597.39;25.54;13.1;535.69;23.3;84.93;597.39;25.54;9.05;9.48;2.2;46.27;359.63;156.69;8.9;0;25.9;551.12;13.1;0;1.5;0.2;0.1;0;0;0;0
